position,winner
OXXXXX XO,X
OXXXXX X ,X
OXXXXX OX,X
OXXXXX OO,X
OXXXXX O ,X
OXXXXX  X,X
OXXXXX  O,X
OXXXXX   ,X
OXXXXOXXX,X
OXXXXOXXO,X
OXXXXOXX ,X
OXXXXOXOX,X
OXXXXOXOO,X
OXXXXOXO ,X
OXXXXOX X,X
OXXXXOX O,X
OXXXXOX  ,X
OXXXXOOXX,X
OXXXXOOXO,X
OXXXXOOX ,X
OXXXXOOOX,T
OXXXXOOOO,O
OXXXXOOO ,U
OXXXXOO X,U
OXXXXOO O,U
OXXXXOO  ,U
OXXXXO XX,X
OXXXXO XO,X
OXXXXO X ,X
OXXXXO OX,U
OXXXXO OO,U
OXXXXO O ,U
OXXXXO  X,U
OXXXXO  O,U
OXXXXO   ,U
OXXXX XXX,X
OXXXX XXO,X
OXXXX XX ,X
OXXXX XOX,X
OXXXX XOO,X
OXXXX XO ,X
OXXXX X X,X
OXXXX X O,X
OXXXX X  ,X
OXXXX OXX,X
OXXXX OXO,X
OXXXX OX ,X
OXXXX OOX,U
OXXXX OOO,O
OXXXX OO ,U
OXXXX O X,U
OXXXX O O,U
OXXXX O  ,U
OXXXX  XX,X
OXXXX  XO,X
OXXXX  X ,X
OXXXX  OX,U
OXXXX  OO,U
OXXXX  O ,U
OXXXX   X,U
OXXXX   O,U
OXXXX    ,U
OXXXOXXXX,X
OXXXOXXXO,O
OXXXOXXX ,U
OXXXOXXOX,X
OXXXOXXOO,O
OXXXOXXO ,U
OXXXOXX X,X
OXXXOXX O,O
OXXXOXX  ,U
OXXXOXOXX,X
OXXXOXOXO,O
OXXXOXOX ,U
OXXXOXOOX,X
OXXXOXOOO,O
OXXXOXOO ,U
OXXXOXO X,X
OXXXOXO O,O
OXXXOXO  ,U
OXXXOX XX,X
OXXXOX XO,O
OXXXOX X ,U
OXXXOX OX,X
OXXXOX OO,O
OXXXOX O ,U
OXXXOX  X,X
OXXXOX  O,O
OXXXOX   ,U
OXXXOOXXX,X
OXXXOOXXO,O
OXXXOOXX ,U
OXXXOOXOX,T
OXXXOOXOO,O
OXXXOOXO ,U
OXXXOOX X,U
OXXXOOX O,O
OXXXOOX  ,U
OXXXOOOXX,T
OXXXOOOXO,O
OXXXOOOX ,U
OXXXOOOOX,T
OXXXOOOOO,O
OXXXOOOO ,U
OXXXOOO X,U
OXXXOOO O,O
OXXXOOO  ,U
OXXXOO XX,U
OXXXOO XO,O
OXXXOO X ,U
OXXXOO OX,U
OXXXOO OO,O
OXXXOO O ,U
OXXXOO  X,U
OXXXOO  O,O
OXXXOO   ,U
OXXXO XXX,X
OXXXO XXO,O
OXXXO XX ,U
OXXXO XOX,U
OXXXO XOO,O
OXXXO XO ,U
OXXXO X X,U
OXXXO X O,O
OXXXO X  ,U
OXXXO OXX,U
OXXXO OXO,O
OXXXO OX ,U
OXXXO OOX,U
OXXXO OOO,O
OXXXO OO ,U
OXXXO O X,U
OXXXO O O,O
OXXXO O  ,U
OXXXO  XX,U
OXXXO  XO,O
OXXXO  X ,U
OXXXO  OX,U
OXXXO  OO,O
OXXXO  O ,U
OXXXO   X,U
OXXXO   O,O
OXXXO    ,U
OXXX XXXX,X
OXXX XXXO,U
OXXX XXX ,U
OXXX XXOX,X
OXXX XXOO,U
OXXX XXO ,U
OXXX XX X,X
OXXX XX O,U
OXXX XX  ,U
OXXX XOXX,X
OXXX XOXO,U
OXXX XOX ,U
OXXX XOOX,X
OXXX XOOO,O
OXXX XOO ,U
OXXX XO X,X
OXXX XO O,U
OXXX XO  ,U
OXXX X XX,X
OXXX X XO,U
OXXX X X ,U
OXXX X OX,X
OXXX X OO,U
OXXX X O ,U
OXXX X  X,X
OXXX X  O,U
OXXX X   ,U
OXXX OXXX,X
OXXX OXXO,U
OXXX OXX ,U
OXXX OXOX,U
OXXX OXOO,U
OXXX OXO ,U
OXXX OX X,U
OXXX OX O,U
OXXX OX  ,U
OXXX OOXX,U
OXXX OOXO,U
OXXX OOX ,U
OXXX OOOX,U
OXXX OOOO,O
OXXX OOO ,U
OXXX OO X,U
OXXX OO O,U
OXXX OO  ,U
OXXX O XX,U
OXXX O XO,U
OXXX O X ,U
OXXX O OX,U
OXXX O OO,U
OXXX O O ,U
OXXX O  X,U
OXXX O  O,U
OXXX O   ,U
OXXX  XXX,X
OXXX  XXO,U
OXXX  XX ,U
OXXX  XOX,U
OXXX  XOO,U
OXXX  XO ,U
OXXX  X X,U
OXXX  X O,U
OXXX  X  ,U
OXXX  OXX,U
OXXX  OXO,U
OXXX  OX ,U
OXXX  OOX,U
OXXX  OOO,O
OXXX  OO ,U
OXXX  O X,U
OXXX  O O,U
OXXX  O  ,U
OXXX   XX,U
OXXX   XO,U
OXXX   X ,U
OXXX   OX,U
OXXX   OO,U
OXXX   O ,U
OXXX    X,U
OXXX    O,U
OXXX     ,U
OXXOXXXXX,X
OXXOXXXXO,X
OXXOXXXX ,X
OXXOXXXOX,X
OXXOXXXOO,X
OXXOXXXO ,X
OXXOXXX X,X
OXXOXXX O,X
OXXOXXX  ,X
OXXOXXOXX,O
OXXOXXOXO,O
OXXOXXOX ,O
OXXOXXOOX,O
OXXOXXOOO,O
OXXOXXOO ,O
OXXOXXO X,O
OXXOXXO O,O
OXXOXXO  ,O
OXXOXX XX,X
OXXOXX XO,X
OXXOXX X ,X
OXXOXX OX,X
OXXOXX OO,U
OXXOXX O ,U
OXXOXX  X,X
OXXOXX  O,U
OXXOXX   ,U
OXXOXOXXX,X
OXXOXOXXO,X
OXXOXOXX ,X
OXXOXOXOX,X
OXXOXOXOO,X
OXXOXOXO ,X
OXXOXOX X,X
OXXOXOX O,X
OXXOXOX  ,X
OXXOXOOXX,O
OXXOXOOXO,O
OXXOXOOX ,O
OXXOXOOOX,O
OXXOXOOOO,O
OXXOXOOO ,O
OXXOXOO X,O
OXXOXOO O,O
OXXOXOO  ,O
OXXOXO XX,X
OXXOXO XO,X
OXXOXO X ,X
OXXOXO OX,U
OXXOXO OO,U
OXXOXO O ,U
OXXOXO  X,U
OXXOXO  O,U
OXXOXO   ,U
OXXOX XXX,X
OXXOX XXO,X
OXXOX XX ,X
OXXOX XOX,X
OXXOX XOO,X
OXXOX XO ,X
OXXOX X X,X
OXXOX X O,X
OXXOX X  ,X
OXXOX OXX,O
OXXOX OXO,O
OXXOX OX ,O
OXXOX OOX,O
OXXOX OOO,O
OXXOX OO ,O
OXXOX O X,O
OXXOX O O,O
OXXOX O  ,O
OXXOX  XX,X
OXXOX  XO,X
OXXOX  X ,X
OXXOX  OX,U
OXXOX  OO,U
OXXOX  O ,U
OXXOX   X,U
OXXOX   O,U
OXXOX    ,U
OXXOOXXXX,X
OXXOOXXXO,O
OXXOOXXX ,U
OXXOOXXOX,X
OXXOOXXOO,O
OXXOOXXO ,U
OXXOOXX X,X
OXXOOXX O,O
OXXOOXX  ,U
OXXOOXOXX,O
OXXOOXOXO,O
OXXOOXOX ,O
OXXOOXOOX,O
OXXOOXOOO,O
OXXOOXOO ,O
OXXOOXO X,O
OXXOOXO O,O
OXXOOXO  ,O
OXXOOX XX,X
OXXOOX XO,O
OXXOOX X ,U
OXXOOX OX,X
OXXOOX OO,O
OXXOOX O ,U
OXXOOX  X,X
OXXOOX  O,O
OXXOOX   ,U
OXXOOOXXX,O
OXXOOOXXO,O
OXXOOOXX ,O
OXXOOOXOX,O
OXXOOOXOO,O
OXXOOOXO ,O
OXXOOOX X,O
OXXOOOX O,O
OXXOOOX  ,O
OXXOOOOXX,O
OXXOOOOXO,O
OXXOOOOX ,O
OXXOOOOOX,O
OXXOOOOOO,O
OXXOOOOO ,O
OXXOOOO X,O
OXXOOOO O,O
OXXOOOO  ,O
OXXOOO XX,O
OXXOOO XO,O
OXXOOO X ,O
OXXOOO OX,O
OXXOOO OO,O
OXXOOO O ,O
OXXOOO  X,O
OXXOOO  O,O
OXXOOO   ,O
OXXOO XXX,X
OXXOO XXO,O
OXXOO XX ,U
OXXOO XOX,U
OXXOO XOO,O
OXXOO XO ,U
OXXOO X X,U
OXXOO X O,O
OXXOO X  ,U
OXXOO OXX,O
OXXOO OXO,O
OXXOO OX ,O
OXXOO OOX,O
OXXOO OOO,O
OXXOO OO ,O
OXXOO O X,O
OXXOO O O,O
OXXOO O  ,O
OXXOO  XX,U
OXXOO  XO,O
OXXOO  X ,U
OXXOO  OX,U
OXXOO  OO,O
OXXOO  O ,U
OXXOO   X,U
OXXOO   O,O
OXXOO    ,U
OXXO XXXX,X
OXXO XXXO,U
OXXO XXX ,U
OXXO XXOX,X
OXXO XXOO,U
OXXO XXO ,U
OXXO XX X,X
OXXO XX O,U
OXXO XX  ,U
OXXO XOXX,O
OXXO XOXO,O
OXXO XOX ,O
OXXO XOOX,O
OXXO XOOO,O
OXXO XOO ,O
OXXO XO X,O
OXXO XO O,O
OXXO XO  ,O
OXXO X XX,X
OXXO X XO,U
OXXO X X ,U
OXXO X OX,X
OXXO X OO,U
OXXO X O ,U
OXXO X  X,X
OXXO X  O,U
OXXO X   ,U
OXXO OXXX,X
OXXO OXXO,U
OXXO OXX ,U
OXXO OXOX,U
OXXO OXOO,U
OXXO OXO ,U
OXXO OX X,U
OXXO OX O,U
OXXO OX  ,U
OXXO OOXX,O
OXXO OOXO,O
OXXO OOX ,O
OXXO OOOX,O
OXXO OOOO,O
OXXO OOO ,O
OXXO OO X,O
OXXO OO O,O
OXXO OO  ,O
OXXO O XX,U
OXXO O XO,U
OXXO O X ,U
OXXO O OX,U
OXXO O OO,U
OXXO O O ,U
OXXO O  X,U
OXXO O  O,U
OXXO O   ,U
OXXO  XXX,X
OXXO  XXO,U
OXXO  XX ,U
OXXO  XOX,U
OXXO  XOO,U
OXXO  XO ,U
OXXO  X X,U
OXXO  X O,U
OXXO  X  ,U
OXXO  OXX,O
OXXO  OXO,O
OXXO  OX ,O
OXXO  OOX,O
OXXO  OOO,O
OXXO  OO ,O
OXXO  O X,O
OXXO  O O,O
OXXO  O  ,O
OXXO   XX,U
OXXO   XO,U
OXXO   X ,U
OXXO   OX,U
OXXO   OO,U
OXXO   O ,U
OXXO    X,U
OXXO    O,U
OXXO     ,U
OXX XXXXX,X
OXX XXXXO,X
OXX XXXX ,X
OXX XXXOX,X
OXX XXXOO,X
OXX XXXO ,X
OXX XXX X,X
OXX XXX O,X
OXX XXX  ,X
OXX XXOXX,X
OXX XXOXO,X
OXX XXOX ,X
OXX XXOOX,X
OXX XXOOO,O
OXX XXOO ,U
OXX XXO X,X
OXX XXO O,U
OXX XXO  ,U
OXX XX XX,X
OXX XX XO,X
OXX XX X ,X
OXX XX OX,X
OXX XX OO,U
OXX XX O ,U
OXX XX  X,X
OXX XX  O,U
OXX XX   ,U
OXX XOXXX,X
OXX XOXXO,X
OXX XOXX ,X
OXX XOXOX,X
OXX XOXOO,X
OXX XOXO ,X
OXX XOX X,X
OXX XOX O,X
OXX XOX  ,X
OXX XOOXX,X
OXX XOOXO,X
OXX XOOX ,X
OXX XOOOX,U
OXX XOOOO,O
OXX XOOO ,U
OXX XOO X,U
OXX XOO O,U
OXX XOO  ,U
OXX XO XX,X
OXX XO XO,X
OXX XO X ,X
OXX XO OX,U
OXX XO OO,U
OXX XO O ,U
OXX XO  X,U
OXX XO  O,U
OXX XO   ,U
OXX X XXX,X
OXX X XXO,X
OXX X XX ,X
OXX X XOX,X
OXX X XOO,X
OXX X XO ,X
OXX X X X,X
OXX X X O,X
OXX X X  ,X
OXX X OXX,X
OXX X OXO,X
OXX X OX ,X
OXX X OOX,U
OXX X OOO,O
OXX X OO ,U
OXX X O X,U
OXX X O O,U
OXX X O  ,U
OXX X  XX,X
OXX X  XO,X
OXX X  X ,X
OXX X  OX,U
OXX X  OO,U
OXX X  O ,U
OXX X   X,U
OXX X   O,U
OXX X    ,U
OXX OXXXX,X
OXX OXXXO,O
OXX OXXX ,U
OXX OXXOX,X
OXX OXXOO,O
OXX OXXO ,U
OXX OXX X,X
OXX OXX O,O
OXX OXX  ,U
OXX OXOXX,X
OXX OXOXO,O
OXX OXOX ,U
OXX OXOOX,X
OXX OXOOO,O
OXX OXOO ,U
OXX OXO X,X
OXX OXO O,O
OXX OXO  ,U
OXX OX XX,X
OXX OX XO,O
OXX OX X ,U
OXX OX OX,X
OXX OX OO,O
OXX OX O ,U
OXX OX  X,X
OXX OX  O,O
OXX OX   ,U
OXX OOXXX,X
OXX OOXXO,O
OXX OOXX ,U
OXX OOXOX,U
OXX OOXOO,O
OXX OOXO ,U
OXX OOX X,U
OXX OOX O,O
OXX OOX  ,U
OXX OOOXX,U
OXX OOOXO,O
OXX OOOX ,U
OXX OOOOX,U
OXX OOOOO,O
OXX OOOO ,U
OXX OOO X,U
OXX OOO O,O
OXX OOO  ,U
OXX OO XX,U
OXX OO XO,O
OXX OO X ,U
OXX OO OX,U
OXX OO OO,O
OXX OO O ,U
OXX OO  X,U
OXX OO  O,O
OXX OO   ,U
OXX O XXX,X
OXX O XXO,O
OXX O XX ,U
OXX O XOX,U
OXX O XOO,O
OXX O XO ,U
OXX O X X,U
OXX O X O,O
OXX O X  ,U
OXX O OXX,U
OXX O OXO,O
OXX O OX ,U
OXX O OOX,U
OXX O OOO,O
OXX O OO ,U
OXX O O X,U
OXX O O O,O
OXX O O  ,U
OXX O  XX,U
OXX O  XO,O
OXX O  X ,U
OXX O  OX,U
OXX O  OO,O
OXX O  O ,U
OXX O   X,U
OXX O   O,O
OXX O    ,U
OXX  XXXX,X
OXX  XXXO,U
OXX  XXX ,U
OXX  XXOX,X
OXX  XXOO,U
OXX  XXO ,U
OXX  XX X,X
OXX  XX O,U
OXX  XX  ,U
OXX  XOXX,X
OXX  XOXO,U
OXX  XOX ,U
OXX  XOOX,X
OXX  XOOO,O
OXX  XOO ,U
OXX  XO X,X
OXX  XO O,U
OXX  XO  ,U
OXX  X XX,X
OXX  X XO,U
OXX  X X ,U
OXX  X OX,X
OXX  X OO,U
OXX  X O ,U
OXX  X  X,X
OXX  X  O,U
OXX  X   ,U
OXX  OXXX,X
OXX  OXXO,U
OXX  OXX ,U
OXX  OXOX,U
OXX  OXOO,U
OXX  OXO ,U
OXX  OX X,U
OXX  OX O,U
OXX  OX  ,U
OXX  OOXX,U
OXX  OOXO,U
OXX  OOX ,U
OXX  OOOX,U
OXX  OOOO,O
OXX  OOO ,U
OXX  OO X,U
OXX  OO O,U
OXX  OO  ,U
OXX  O XX,U
OXX  O XO,U
OXX  O X ,U
OXX  O OX,U
OXX  O OO,U
OXX  O O ,U
OXX  O  X,U
OXX  O  O,U
OXX  O   ,U
OXX   XXX,X
OXX   XXO,U
OXX   XX ,U
OXX   XOX,U
OXX   XOO,U
OXX   XO ,U
OXX   X X,U
OXX   X O,U
OXX   X  ,U
OXX   OXX,U
OXX   OXO,U
OXX   OX ,U
OXX   OOX,U
OXX   OOO,O
OXX   OO ,U
OXX   O X,U
OXX   O O,U
OXX   O  ,U
OXX    XX,U
OXX    XO,U
OXX    X ,U
OXX    OX,U
OXX    OO,U
OXX    O ,U
OXX     X,U
OXX     O,U
OXX      ,U
OXOXXXXXX,X
OXOXXXXXO,X
OXOXXXXX ,X
OXOXXXXOX,X
OXOXXXXOO,X
OXOXXXXO ,X
OXOXXXX X,X
OXOXXXX O,X
OXOXXXX  ,X
OXOXXXOXX,X
OXOXXXOXO,X
OXOXXXOX ,X
OXOXXXOOX,X
OXOXXXOOO,X
OXOXXXOO ,X
OXOXXXO X,X
OXOXXXO O,X
OXOXXXO  ,X
OXOXXX XX,X
OXOXXX XO,X
OXOXXX X ,X
OXOXXX OX,X
OXOXXX OO,X
OXOXXX O ,X
OXOXXX  X,X
OXOXXX  O,X
OXOXXX   ,X
OXOXXOXXX,X
OXOXXOXXO,X
OXOXXOXX ,X
OXOXXOXOX,T
OXOXXOXOO,O
OXOXXOXO ,U
OXOXXOX X,U
OXOXXOX O,O
OXOXXOX  ,U
OXOXXOOXX,X
OXOXXOOXO,X
OXOXXOOX ,X
OXOXXOOOX,T
OXOXXOOOO,O
OXOXXOOO ,U
OXOXXOO X,U
OXOXXOO O,O
OXOXXOO  ,U
OXOXXO XX,X
OXOXXO XO,X
OXOXXO X ,X
OXOXXO OX,U
OXOXXO OO,O
OXOXXO O ,U
OXOXXO  X,U
OXOXXO  O,O
OXOXXO   ,U
OXOXX XXX,X
OXOXX XXO,X
OXOXX XX ,X
OXOXX XOX,U
OXOXX XOO,U
OXOXX XO ,U
OXOXX X X,U
OXOXX X O,U
OXOXX X  ,U
OXOXX OXX,X
OXOXX OXO,X
OXOXX OX ,X
OXOXX OOX,U
OXOXX OOO,O
OXOXX OO ,U
OXOXX O X,U
OXOXX O O,U
OXOXX O  ,U
OXOXX  XX,X
OXOXX  XO,X
OXOXX  X ,X
OXOXX  OX,U
OXOXX  OO,U
OXOXX  O ,U
OXOXX   X,U
OXOXX   O,U
OXOXX    ,U
OXOXOXXXX,X
OXOXOXXXO,O
OXOXOXXX ,U
OXOXOXXOX,T
OXOXOXXOO,O
OXOXOXXO ,U
OXOXOXX X,U
OXOXOXX O,O
OXOXOXX  ,U
OXOXOXOXX,O
OXOXOXOXO,O
OXOXOXOX ,O
OXOXOXOOX,O
OXOXOXOOO,O
OXOXOXOO ,O
OXOXOXO X,O
OXOXOXO O,O
OXOXOXO  ,O
OXOXOX XX,U
OXOXOX XO,O
OXOXOX X ,U
OXOXOX OX,U
OXOXOX OO,O
OXOXOX O ,U
OXOXOX  X,U
OXOXOX  O,O
OXOXOX   ,U
OXOXOOXXX,X
OXOXOOXXO,O
OXOXOOXX ,U
OXOXOOXOX,T
OXOXOOXOO,O
OXOXOOXO ,U
OXOXOOX X,U
OXOXOOX O,O
OXOXOOX  ,U
OXOXOOOXX,O
OXOXOOOXO,O
OXOXOOOX ,O
OXOXOOOOX,O
OXOXOOOOO,O
OXOXOOOO ,O
OXOXOOO X,O
OXOXOOO O,O
OXOXOOO  ,O
OXOXOO XX,U
OXOXOO XO,O
OXOXOO X ,U
OXOXOO OX,U
OXOXOO OO,O
OXOXOO O ,U
OXOXOO  X,U
OXOXOO  O,O
OXOXOO   ,U
OXOXO XXX,X
OXOXO XXO,O
OXOXO XX ,U
OXOXO XOX,U
OXOXO XOO,O
OXOXO XO ,U
OXOXO X X,U
OXOXO X O,O
OXOXO X  ,U
OXOXO OXX,O
OXOXO OXO,O
OXOXO OX ,O
OXOXO OOX,O
OXOXO OOO,O
OXOXO OO ,O
OXOXO O X,O
OXOXO O O,O
OXOXO O  ,O
OXOXO  XX,U
OXOXO  XO,O
OXOXO  X ,U
OXOXO  OX,U
OXOXO  OO,O
OXOXO  O ,U
OXOXO   X,U
OXOXO   O,O
OXOXO    ,U
OXOX XXXX,X
OXOX XXXO,U
OXOX XXX ,U
OXOX XXOX,U
OXOX XXOO,U
OXOX XXO ,U
OXOX XX X,U
OXOX XX O,U
OXOX XX  ,U
OXOX XOXX,U
OXOX XOXO,U
OXOX XOX ,U
OXOX XOOX,U
OXOX XOOO,O
OXOX XOO ,U
OXOX XO X,U
OXOX XO O,U
OXOX XO  ,U
OXOX X XX,U
OXOX X XO,U
OXOX X X ,U
OXOX X OX,U
OXOX X OO,U
OXOX X O ,U
OXOX X  X,U
OXOX X  O,U
OXOX X   ,U
OXOX OXXX,X
OXOX OXXO,O
OXOX OXX ,U
OXOX OXOX,U
OXOX OXOO,O
OXOX OXO ,U
OXOX OX X,U
OXOX OX O,O
OXOX OX  ,U
OXOX OOXX,U
OXOX OOXO,O
OXOX OOX ,U
OXOX OOOX,U
OXOX OOOO,O
OXOX OOO ,U
OXOX OO X,U
OXOX OO O,O
OXOX OO  ,U
OXOX O XX,U
OXOX O XO,O
OXOX O X ,U
OXOX O OX,U
OXOX O OO,O
OXOX O O ,U
OXOX O  X,U
OXOX O  O,O
OXOX O   ,U
OXOX  XXX,X
OXOX  XXO,U
OXOX  XX ,U
OXOX  XOX,U
OXOX  XOO,U
OXOX  XO ,U
OXOX  X X,U
OXOX  X O,U
OXOX  X  ,U
OXOX  OXX,U
OXOX  OXO,U
OXOX  OX ,U
OXOX  OOX,U
OXOX  OOO,O
OXOX  OO ,U
OXOX  O X,U
OXOX  O O,U
OXOX  O  ,U
OXOX   XX,U
OXOX   XO,U
OXOX   X ,U
OXOX   OX,U
OXOX   OO,U
OXOX   O ,U
OXOX    X,U
OXOX    O,U
OXOX     ,U
OXOOXXXXX,X
OXOOXXXXO,X
OXOOXXXX ,X
OXOOXXXOX,T
OXOOXXXOO,T
OXOOXXXO ,U
OXOOXXX X,U
OXOOXXX O,U
OXOOXXX  ,U
OXOOXXOXX,O
OXOOXXOXO,O
OXOOXXOX ,O
OXOOXXOOX,O
OXOOXXOOO,O
OXOOXXOO ,O
OXOOXXO X,O
OXOOXXO O,O
OXOOXXO  ,O
OXOOXX XX,X
OXOOXX XO,X
OXOOXX X ,X
OXOOXX OX,U
OXOOXX OO,U
OXOOXX O ,U
OXOOXX  X,U
OXOOXX  O,U
OXOOXX   ,U
OXOOXOXXX,X
OXOOXOXXO,X
OXOOXOXX ,X
OXOOXOXOX,T
OXOOXOXOO,O
OXOOXOXO ,U
OXOOXOX X,U
OXOOXOX O,O
OXOOXOX  ,U
OXOOXOOXX,O
OXOOXOOXO,O
OXOOXOOX ,O
OXOOXOOOX,O
OXOOXOOOO,O
OXOOXOOO ,O
OXOOXOO X,O
OXOOXOO O,O
OXOOXOO  ,O
OXOOXO XX,X
OXOOXO XO,X
OXOOXO X ,X
OXOOXO OX,U
OXOOXO OO,O
OXOOXO O ,U
OXOOXO  X,U
OXOOXO  O,O
OXOOXO   ,U
OXOOX XXX,X
OXOOX XXO,X
OXOOX XX ,X
OXOOX XOX,U
OXOOX XOO,U
OXOOX XO ,U
OXOOX X X,U
OXOOX X O,U
OXOOX X  ,U
OXOOX OXX,O
OXOOX OXO,O
OXOOX OX ,O
OXOOX OOX,O
OXOOX OOO,O
OXOOX OO ,O
OXOOX O X,O
OXOOX O O,O
OXOOX O  ,O
OXOOX  XX,X
OXOOX  XO,X
OXOOX  X ,X
OXOOX  OX,U
OXOOX  OO,U
OXOOX  O ,U
OXOOX   X,U
OXOOX   O,U
OXOOX    ,U
OXOOOXXXX,X
OXOOOXXXO,O
OXOOOXXX ,U
OXOOOXXOX,T
OXOOOXXOO,O
OXOOOXXO ,U
OXOOOXX X,U
OXOOOXX O,O
OXOOOXX  ,U
OXOOOXOXX,O
OXOOOXOXO,O
OXOOOXOX ,O
OXOOOXOOX,O
OXOOOXOOO,O
OXOOOXOO ,O
OXOOOXO X,O
OXOOOXO O,O
OXOOOXO  ,O
OXOOOX XX,U
OXOOOX XO,O
OXOOOX X ,U
OXOOOX OX,U
OXOOOX OO,O
OXOOOX O ,U
OXOOOX  X,U
OXOOOX  O,O
OXOOOX   ,U
OXOOOOXXX,O
OXOOOOXXO,O
OXOOOOXX ,O
OXOOOOXOX,O
OXOOOOXOO,O
OXOOOOXO ,O
OXOOOOX X,O
OXOOOOX O,O
OXOOOOX  ,O
OXOOOOOXX,O
OXOOOOOXO,O
OXOOOOOX ,O
OXOOOOOOX,O
OXOOOOOOO,O
OXOOOOOO ,O
OXOOOOO X,O
OXOOOOO O,O
OXOOOOO  ,O
OXOOOO XX,O
OXOOOO XO,O
OXOOOO X ,O
OXOOOO OX,O
OXOOOO OO,O
OXOOOO O ,O
OXOOOO  X,O
OXOOOO  O,O
OXOOOO   ,O
OXOOO XXX,X
OXOOO XXO,O
OXOOO XX ,U
OXOOO XOX,U
OXOOO XOO,O
OXOOO XO ,U
OXOOO X X,U
OXOOO X O,O
OXOOO X  ,U
OXOOO OXX,O
OXOOO OXO,O
OXOOO OX ,O
OXOOO OOX,O
OXOOO OOO,O
OXOOO OO ,O
OXOOO O X,O
OXOOO O O,O
OXOOO O  ,O
OXOOO  XX,U
OXOOO  XO,O
OXOOO  X ,U
OXOOO  OX,U
OXOOO  OO,O
OXOOO  O ,U
OXOOO   X,U
OXOOO   O,O
OXOOO    ,U
OXOO XXXX,X
OXOO XXXO,U
OXOO XXX ,U
OXOO XXOX,U
OXOO XXOO,U
OXOO XXO ,U
OXOO XX X,U
OXOO XX O,U
OXOO XX  ,U
OXOO XOXX,O
OXOO XOXO,O
OXOO XOX ,O
OXOO XOOX,O
OXOO XOOO,O
OXOO XOO ,O
OXOO XO X,O
OXOO XO O,O
OXOO XO  ,O
OXOO X XX,U
OXOO X XO,U
OXOO X X ,U
OXOO X OX,U
OXOO X OO,U
OXOO X O ,U
OXOO X  X,U
OXOO X  O,U
OXOO X   ,U
OXOO OXXX,X
OXOO OXXO,O
OXOO OXX ,U
OXOO OXOX,U
OXOO OXOO,O
OXOO OXO ,U
OXOO OX X,U
OXOO OX O,O
OXOO OX  ,U
OXOO OOXX,O
OXOO OOXO,O
OXOO OOX ,O
OXOO OOOX,O
OXOO OOOO,O
OXOO OOO ,O
OXOO OO X,O
OXOO OO O,O
OXOO OO  ,O
OXOO O XX,U
OXOO O XO,O
OXOO O X ,U
OXOO O OX,U
OXOO O OO,O
OXOO O O ,U
OXOO O  X,U
OXOO O  O,O
OXOO O   ,U
OXOO  XXX,X
OXOO  XXO,U
OXOO  XX ,U
OXOO  XOX,U
OXOO  XOO,U
OXOO  XO ,U
OXOO  X X,U
OXOO  X O,U
OXOO  X  ,U
OXOO  OXX,O
OXOO  OXO,O
OXOO  OX ,O
OXOO  OOX,O
OXOO  OOO,O
OXOO  OO ,O
OXOO  O X,O
OXOO  O O,O
OXOO  O  ,O
OXOO   XX,U
OXOO   XO,U
OXOO   X ,U
OXOO   OX,U
OXOO   OO,U
OXOO   O ,U
OXOO    X,U
OXOO    O,U
OXOO     ,U
OXO XXXXX,X
OXO XXXXO,X
OXO XXXX ,X
OXO XXXOX,U
OXO XXXOO,U
OXO XXXO ,U
OXO XXX X,U
OXO XXX O,U
OXO XXX  ,U
OXO XXOXX,X
OXO XXOXO,X
OXO XXOX ,X
OXO XXOOX,U
OXO XXOOO,O
OXO XXOO ,U
OXO XXO X,U
OXO XXO O,U
OXO XXO  ,U
OXO XX XX,X
OXO XX XO,X
OXO XX X ,X
OXO XX OX,U
OXO XX OO,U
OXO XX O ,U
OXO XX  X,U
OXO XX  O,U
OXO XX   ,U
OXO XOXXX,X
OXO XOXXO,X
OXO XOXX ,X
OXO XOXOX,U
OXO XOXOO,O
OXO XOXO ,U
OXO XOX X,U
OXO XOX O,O
OXO XOX  ,U
OXO XOOXX,X
OXO XOOXO,X
OXO XOOX ,X
OXO XOOOX,U
OXO XOOOO,O
OXO XOOO ,U
OXO XOO X,U
OXO XOO O,O
OXO XOO  ,U
OXO XO XX,X
OXO XO XO,X
OXO XO X ,X
OXO XO OX,U
OXO XO OO,O
OXO XO O ,U
OXO XO  X,U
OXO XO  O,O
OXO XO   ,U
OXO X XXX,X
OXO X XXO,X
OXO X XX ,X
OXO X XOX,U
OXO X XOO,U
OXO X XO ,U
OXO X X X,U
OXO X X O,U
OXO X X  ,U
OXO X OXX,X
OXO X OXO,X
OXO X OX ,X
OXO X OOX,U
OXO X OOO,O
OXO X OO ,U
OXO X O X,U
OXO X O O,U
OXO X O  ,U
OXO X  XX,X
OXO X  XO,X
OXO X  X ,X
OXO X  OX,U
OXO X  OO,U
OXO X  O ,U
OXO X   X,U
OXO X   O,U
OXO X    ,U
OXO OXXXX,X
OXO OXXXO,O
OXO OXXX ,U
OXO OXXOX,U
OXO OXXOO,O
OXO OXXO ,U
OXO OXX X,U
OXO OXX O,O
OXO OXX  ,U
OXO OXOXX,O
OXO OXOXO,O
OXO OXOX ,O
OXO OXOOX,O
OXO OXOOO,O
OXO OXOO ,O
OXO OXO X,O
OXO OXO O,O
OXO OXO  ,O
OXO OX XX,U
